epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,680.805,1.71486,1.48538,1.54008,0.7275,0.3442,0.38406,0.19816,1.47357,0.9852,1.3044,0.008614,0.008614,0.008614
16,726.531,1.69768,1.46829,1.52457,0.69114,0.35079,0.39247,0.20732,1.43824,0.96843,1.28479,0.008515,0.008515,0.008515
17,771.924,1.67946,1.42459,1.50266,0.74201,0.35217,0.39468,0.21644,1.40789,0.93936,1.26478,0.008416,0.008416,0.008416
18,818.582,1.67529,1.42749,1.50034,0.74105,0.34855,0.399,0.21114,1.41483,0.94399,1.27725,0.008317,0.008317,0.008317
19,872.25,1.65696,1.4178,1.49322,0.717,0.34903,0.39519,0.20644,1.40514,0.94585,1.28453,0.008218,0.008218,0.008218
20,918.847,1.65208,1.38833,1.47556,0.75248,0.35628,0.40537,0.22171,1.38586,0.95297,1.24936,0.008119,0.008119,0.008119
21,964.997,1.64446,1.37275,1.46933,0.76905,0.35773,0.41047,0.22447,1.33132,0.8526,1.22876,0.00802,0.00802,0.00802
22,1004.35,1.62355,1.37072,1.46907,0.75499,0.3686,0.41235,0.22214,1.4222,0.86426,1.25159,0.007921,0.007921,0.007921
23,1049.98,1.61124,1.35278,1.46229,0.74964,0.36715,0.41493,0.22609,1.4036,0.87882,1.24459,0.007822,0.007822,0.007822
24,1096.12,1.60815,1.34141,1.45029,0.75593,0.37174,0.41649,0.22703,1.42148,0.87896,1.24323,0.007723,0.007723,0.007723
25,1141.79,1.59197,1.32645,1.44077,0.74071,0.37077,0.42236,0.22961,1.3636,0.85919,1.21712,0.007624,0.007624,0.007624
26,1185.47,1.5891,1.31959,1.43194,0.75942,0.36667,0.4106,0.22985,1.32323,0.82404,1.21192,0.007525,0.007525,0.007525
27,1231.15,1.59555,1.3237,1.4374,0.75326,0.37608,0.42062,0.23411,1.30794,0.82145,1.20394,0.007426,0.007426,0.007426
28,1276.16,1.58257,1.309,1.43148,0.73677,0.38116,0.42999,0.23568,1.34124,0.82424,1.21157,0.007327,0.007327,0.007327
29,1313.31,1.59315,1.31446,1.43326,0.76149,0.38116,0.42917,0.23669,1.34875,0.80828,1.2148,0.007228,0.007228,0.007228
30,1359.34,1.56244,1.28767,1.41673,0.77273,0.38092,0.43059,0.24086,1.33532,0.80749,1.20345,0.007129,0.007129,0.007129
31,1403.98,1.54967,1.27705,1.42713,0.75362,0.38567,0.42924,0.23991,1.28394,0.79139,1.1874,0.00703,0.00703,0.00703
32,1448.18,1.55821,1.27289,1.41513,0.73998,0.38647,0.43379,0.23805,1.35222,0.8067,1.20752,0.006931,0.006931,0.006931
33,1489.34,1.53574,1.24367,1.39055,0.76276,0.38502,0.43279,0.23849,1.39302,0.79531,1.21555,0.006832,0.006832,0.006832
34,1534.34,1.52869,1.25021,1.39906,0.75805,0.39106,0.44068,0.24763,1.25362,0.79508,1.16631,0.006733,0.006733,0.006733
35,1578.4,1.54842,1.25758,1.39949,0.73858,0.39783,0.44413,0.24811,1.29636,0.78442,1.17729,0.006634,0.006634,0.006634
36,1622.67,1.51484,1.23169,1.38939,0.74902,0.39058,0.43886,0.24593,1.25406,0.77337,1.16797,0.006535,0.006535,0.006535
37,1669.08,1.50488,1.23034,1.37856,0.76522,0.39203,0.437,0.24604,1.30236,0.76788,1.18159,0.006436,0.006436,0.006436
38,1712.96,1.52511,1.2404,1.38712,0.73938,0.39758,0.44105,0.2487,1.21347,0.76328,1.15236,0.006337,0.006337,0.006337
39,1757.47,1.52002,1.23737,1.38012,0.78169,0.39352,0.44842,0.25527,1.22848,0.74772,1.15807,0.006238,0.006238,0.006238
40,1796.55,1.50907,1.21382,1.3683,0.77648,0.40109,0.45358,0.25919,1.24472,0.73658,1.15361,0.006139,0.006139,0.006139
41,1843.7,1.49527,1.20104,1.36976,0.749,0.40365,0.45172,0.25507,1.26484,0.74092,1.15851,0.00604,0.00604,0.00604
42,1889.09,1.4915,1.19659,1.36313,0.77627,0.40228,0.4523,0.26015,1.26348,0.73226,1.16128,0.005941,0.005941,0.005941
43,1929.2,1.49528,1.19579,1.35563,0.772,0.40749,0.45929,0.26213,1.27275,0.73687,1.1642,0.005842,0.005842,0.005842
44,1976.4,1.4886,1.19667,1.35382,0.76919,0.40571,0.45696,0.2602,1.21376,0.72521,1.14766,0.005743,0.005743,0.005743
45,2022.34,1.47788,1.1925,1.363,0.77246,0.40773,0.4548,0.26019,1.2079,0.72445,1.14195,0.005644,0.005644,0.005644
46,2067.88,1.474,1.16474,1.34074,0.79812,0.39928,0.45914,0.2641,1.18941,0.73721,1.14196,0.005545,0.005545,0.005545
47,2108.45,1.48911,1.186,1.34877,0.77764,0.40435,0.45552,0.26146,1.20132,0.72794,1.14055,0.005446,0.005446,0.005446
48,2154.93,1.46548,1.18363,1.35044,0.76657,0.40604,0.45426,0.25903,1.19522,0.72833,1.13338,0.005347,0.005347,0.005347
49,2200.88,1.45285,1.16344,1.3392,0.77638,0.40652,0.45915,0.2647,1.19071,0.70175,1.13486,0.005248,0.005248,0.005248
50,2246.81,1.46574,1.16005,1.33632,0.79508,0.4058,0.45907,0.26301,1.19008,0.7202,1.1368,0.005149,0.005149,0.005149
51,2289.67,1.45862,1.16985,1.3314,0.76724,0.41039,0.46221,0.26562,1.19287,0.70558,1.13145,0.00505,0.00505,0.00505
52,2337.25,1.46315,1.15873,1.33946,0.77742,0.41377,0.46523,0.26937,1.16787,0.69971,1.12537,0.004951,0.004951,0.004951
53,2382.84,1.46267,1.15093,1.33148,0.78154,0.41133,0.4623,0.26533,1.18183,0.71726,1.12455,0.004852,0.004852,0.004852
54,2422.55,1.4322,1.14316,1.33224,0.77152,0.40314,0.46063,0.26807,1.18327,0.70367,1.1236,0.004753,0.004753,0.004753
55,2469.31,1.44383,1.14656,1.33007,0.78868,0.41379,0.4687,0.26789,1.16734,0.7004,1.12873,0.004654,0.004654,0.004654
56,2514.02,1.42849,1.141,1.33295,0.79203,0.41212,0.4645,0.26854,1.16757,0.69431,1.12042,0.004555,0.004555,0.004555
57,2559.19,1.41937,1.12252,1.30992,0.79475,0.40652,0.46643,0.27074,1.18767,0.69471,1.1228,0.004456,0.004456,0.004456
58,2597.07,1.41351,1.11489,1.31673,0.78129,0.41739,0.46929,0.2717,1.17273,0.68106,1.1267,0.004357,0.004357,0.004357
59,2642.99,1.41286,1.12052,1.31753,0.778,0.42029,0.47121,0.27476,1.15681,0.67827,1.11498,0.004258,0.004258,0.004258
60,2687.41,1.42669,1.1267,1.30857,0.76477,0.42295,0.47114,0.27271,1.15919,0.68452,1.11368,0.004159,0.004159,0.004159
61,2731.47,1.40873,1.10621,1.31232,0.76904,0.41932,0.47209,0.27427,1.20558,0.67073,1.12732,0.00406,0.00406,0.00406
62,2769.98,1.40687,1.09995,1.29778,0.76883,0.42343,0.4753,0.27381,1.18331,0.69564,1.1206,0.003961,0.003961,0.003961
63,2815,1.40305,1.08508,1.29614,0.77615,0.4196,0.47681,0.27538,1.17153,0.68204,1.11279,0.003862,0.003862,0.003862
64,2859.98,1.42126,1.1165,1.30502,0.77878,0.42053,0.47499,0.27417,1.1801,0.67854,1.11954,0.003763,0.003763,0.003763
65,2897.7,1.40471,1.08926,1.30148,0.7815,0.4215,0.47485,0.27729,1.13688,0.65678,1.10528,0.003664,0.003664,0.003664
66,2945.59,1.39391,1.09736,1.29959,0.78297,0.41618,0.47663,0.27735,1.13562,0.66558,1.10498,0.003565,0.003565,0.003565
67,2991.31,1.40511,1.09072,1.2988,0.78071,0.42681,0.47772,0.27856,1.13984,0.66186,1.10677,0.003466,0.003466,0.003466
68,3036.27,1.39835,1.09304,1.29524,0.77089,0.4244,0.47485,0.27594,1.16154,0.66987,1.11219,0.003367,0.003367,0.003367
69,3073.73,1.39236,1.08971,1.2958,0.76966,0.4256,0.47855,0.27775,1.14817,0.66139,1.108,0.003268,0.003268,0.003268
70,3119.83,1.37962,1.06603,1.28838,0.79455,0.42005,0.47867,0.28077,1.13303,0.65469,1.1051,0.003169,0.003169,0.003169
71,3164.3,1.37377,1.0672,1.27364,0.79081,0.42415,0.47914,0.27865,1.1315,0.66093,1.10288,0.00307,0.00307,0.00307
72,3208.37,1.39022,1.07465,1.28491,0.80163,0.4215,0.48076,0.27983,1.14921,0.67264,1.10332,0.002971,0.002971,0.002971
73,3253.39,1.37974,1.08244,1.2848,0.79997,0.42214,0.48111,0.28126,1.14591,0.64519,1.10122,0.002872,0.002872,0.002872
74,3298.31,1.36634,1.07139,1.29124,0.79176,0.42064,0.48006,0.27898,1.13615,0.65772,1.09897,0.002773,0.002773,0.002773
75,3342.76,1.37943,1.06202,1.27617,0.79502,0.42729,0.48076,0.28126,1.12619,0.64077,1.10095,0.002674,0.002674,0.002674
76,3381.55,1.36285,1.0562,1.2778,0.78658,0.42271,0.48123,0.27991,1.1431,0.64808,1.10175,0.002575,0.002575,0.002575
77,3428.01,1.34766,1.04132,1.26754,0.79763,0.41932,0.47831,0.27994,1.14655,0.65367,1.10083,0.002476,0.002476,0.002476
78,3474.32,1.36333,1.05592,1.27548,0.78033,0.42657,0.48151,0.28153,1.15776,0.64811,1.10053,0.002377,0.002377,0.002377
79,3514.28,1.34974,1.03365,1.26828,0.78387,0.43015,0.48516,0.28382,1.13483,0.64674,1.09577,0.002278,0.002278,0.002278
80,3561.65,1.36253,1.04665,1.25971,0.79752,0.42432,0.4828,0.28248,1.13537,0.65114,1.09687,0.002179,0.002179,0.002179
81,3606.84,1.34556,1.03955,1.27479,0.81115,0.42415,0.48445,0.28334,1.13205,0.63828,1.09451,0.00208,0.00208,0.00208
82,3647,1.35488,1.0392,1.26559,0.79109,0.42754,0.48466,0.28292,1.13846,0.64201,1.09497,0.001981,0.001981,0.001981
83,3693.92,1.32828,1.02053,1.25882,0.77855,0.4256,0.48146,0.28307,1.12924,0.63656,1.09522,0.001882,0.001882,0.001882
84,3739.69,1.3452,1.0309,1.26098,0.77595,0.42746,0.48098,0.2829,1.13288,0.63436,1.09324,0.001783,0.001783,0.001783
85,3784.99,1.32445,1.02331,1.25674,0.78026,0.42899,0.48235,0.2842,1.13003,0.62954,1.09402,0.001684,0.001684,0.001684
86,3827.77,1.32653,1.02125,1.26015,0.78682,0.4306,0.48632,0.28553,1.12602,0.62341,1.09121,0.001585,0.001585,0.001585
87,3872.8,1.33197,1.02351,1.26331,0.78625,0.42915,0.48496,0.28634,1.12418,0.62722,1.09244,0.001486,0.001486,0.001486
88,3917.32,1.31464,1.01411,1.24767,0.78681,0.43164,0.48864,0.28743,1.12116,0.62606,1.09108,0.001387,0.001387,0.001387
89,3954.65,1.32605,1.01725,1.2644,0.7925,0.43188,0.4874,0.28704,1.1136,0.62686,1.08932,0.001288,0.001288,0.001288
90,3999.97,1.3139,1.00342,1.25059,0.78153,0.43092,0.48697,0.28689,1.11149,0.62334,1.08767,0.001189,0.001189,0.001189
91,4071.96,1.26541,0.89757,1.21934,0.78921,0.42686,0.48487,0.28551,1.12161,0.62204,1.08804,0.00109,0.00109,0.00109
92,4116.33,1.25713,0.87864,1.21101,0.7946,0.42488,0.48491,0.28581,1.12344,0.62239,1.08751,0.000991,0.000991,0.000991
93,4163,1.24326,0.87752,1.21043,0.78339,0.4298,0.48679,0.2865,1.12873,0.62225,1.08704,0.000892,0.000892,0.000892
94,4206.83,1.23816,0.8615,1.20264,0.79298,0.42653,0.48422,0.28653,1.12519,0.62519,1.08568,0.000793,0.000793,0.000793
95,4251.25,1.24287,0.86539,1.20562,0.79378,0.42754,0.48658,0.28688,1.12681,0.62674,1.08509,0.000694,0.000694,0.000694
96,4288.37,1.22652,0.85081,1.19141,0.78984,0.42971,0.48819,0.28816,1.11496,0.62218,1.08438,0.000595,0.000595,0.000595
97,4335.37,1.22365,0.84659,1.19095,0.7776,0.43092,0.48852,0.2878,1.11616,0.62018,1.08523,0.000496,0.000496,0.000496
98,4379.98,1.22245,0.84823,1.19404,0.76499,0.43558,0.48838,0.2881,1.11619,0.62125,1.0868,0.000397,0.000397,0.000397
99,4424.65,1.21733,0.84201,1.18732,0.77747,0.43237,0.48784,0.28779,1.11609,0.62058,1.08584,0.000298,0.000298,0.000298
100,4464.73,1.21183,0.84151,1.1811,0.78451,0.43068,0.48671,0.28836,1.11551,0.62066,1.08571,0.000199,0.000199,0.000199
