epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,3171.03,1.11054,0.69985,1.13503,0.83366,0.48012,0.54484,0.32134,1.15138,0.60749,1.16531,0.003367,0.003367,0.003367
69,3224.79,1.09888,0.69208,1.13438,0.81161,0.48228,0.54032,0.3229,1.14809,0.60369,1.16648,0.003268,0.003268,0.003268
70,3268.6,1.09062,0.68157,1.12694,0.81651,0.48156,0.54375,0.32311,1.14792,0.60984,1.16458,0.003169,0.003169,0.003169
71,3317.56,1.10897,0.69033,1.13415,0.82003,0.48012,0.5433,0.32148,1.14333,0.6054,1.16066,0.00307,0.00307,0.00307
72,3362.28,1.08348,0.68466,1.12828,0.82598,0.47915,0.54586,0.32334,1.14916,0.60797,1.16444,0.002971,0.002971,0.002971
73,3416.88,1.09606,0.6826,1.12687,0.82364,0.47963,0.54405,0.32221,1.14638,0.60683,1.16632,0.002872,0.002872,0.002872
74,3466.11,1.09973,0.68079,1.12533,0.80505,0.4859,0.54197,0.32269,1.14666,0.60871,1.16735,0.002773,0.002773,0.002773
75,3515.39,1.08751,0.67462,1.11897,0.82083,0.47915,0.54347,0.32302,1.14397,0.61532,1.16417,0.002674,0.002674,0.002674
76,3562.46,1.07764,0.67502,1.12482,0.81634,0.48314,0.54364,0.32299,1.14018,0.60548,1.16086,0.002575,0.002575,0.002575
77,3609.2,1.09447,0.67405,1.12106,0.82886,0.48132,0.54498,0.32447,1.1407,0.6053,1.15649,0.002476,0.002476,0.002476
78,3657.01,1.09658,0.67739,1.12468,0.81908,0.48277,0.54654,0.32515,1.14,0.60584,1.15643,0.002377,0.002377,0.002377
79,3703.29,1.09459,0.68172,1.12622,0.82894,0.47674,0.54623,0.32472,1.14068,0.60666,1.15578,0.002278,0.002278,0.002278
80,3750.41,1.08569,0.66842,1.11926,0.8302,0.48078,0.54546,0.32375,1.14036,0.60565,1.15966,0.002179,0.002179,0.002179
81,3798.45,1.08084,0.66995,1.12122,0.82618,0.4818,0.5455,0.32355,1.1425,0.60915,1.16125,0.00208,0.00208,0.00208
82,3846.13,1.06432,0.6585,1.11505,0.84293,0.47731,0.54339,0.32349,1.14106,0.60915,1.15933,0.001981,0.001981,0.001981
83,3895.3,1.07442,0.6564,1.11713,0.82868,0.48084,0.54504,0.32425,1.14099,0.60607,1.15923,0.001882,0.001882,0.001882
84,3939.38,1.06336,0.65326,1.10574,0.82235,0.48197,0.54743,0.32499,1.13651,0.60357,1.15562,0.001783,0.001783,0.001783
85,3994.01,1.08018,0.66715,1.11881,0.83776,0.47771,0.54708,0.32429,1.1394,0.60476,1.15554,0.001684,0.001684,0.001684
86,4040.07,1.07312,0.66375,1.11434,0.82839,0.48049,0.54685,0.32412,1.14882,0.60489,1.16249,0.001585,0.001585,0.001585
87,4082.23,1.07637,0.65542,1.11007,0.82855,0.48012,0.54702,0.32505,1.14292,0.60292,1.15902,0.001486,0.001486,0.001486
88,4127.49,1.06502,0.65501,1.11089,0.82579,0.48325,0.54761,0.32617,1.14622,0.60148,1.16207,0.001387,0.001387,0.001387
89,4173.2,1.06959,0.65216,1.11229,0.82123,0.4806,0.54636,0.32624,1.14334,0.60303,1.16196,0.001288,0.001288,0.001288
90,4220.96,1.07156,0.64741,1.10583,0.82556,0.48023,0.54713,0.32562,1.14124,0.60211,1.15647,0.001189,0.001189,0.001189
91,4295.41,1.0371,0.59119,1.09227,0.80374,0.48036,0.54588,0.32373,1.15109,0.60582,1.16028,0.00109,0.00109,0.00109
92,4337.65,1.03348,0.58213,1.08199,0.81627,0.47939,0.54496,0.32223,1.1564,0.6097,1.16224,0.000991,0.000991,0.000991
93,4385.7,1.02375,0.57778,1.07907,0.81791,0.47851,0.54446,0.32296,1.15528,0.60947,1.16492,0.000892,0.000892,0.000892
94,4431.49,1.01827,0.56846,1.07329,0.82319,0.47691,0.54501,0.32333,1.15395,0.60509,1.16368,0.000793,0.000793,0.000793
95,4473.5,1.01851,0.56452,1.07229,0.82506,0.47795,0.5457,0.3252,1.14641,0.60325,1.16107,0.000694,0.000694,0.000694
96,4512.55,1.01292,0.56185,1.07361,0.82465,0.47939,0.54736,0.32541,1.14489,0.60241,1.16062,0.000595,0.000595,0.000595
97,4557.98,1.01382,0.56696,1.06873,0.82066,0.48012,0.54825,0.32626,1.14558,0.60164,1.16106,0.000496,0.000496,0.000496
98,4603.75,1.01153,0.55922,1.07125,0.82567,0.47795,0.54474,0.32576,1.14484,0.60343,1.16238,0.000397,0.000397,0.000397
99,4647.53,1.00788,0.55476,1.06302,0.81524,0.48036,0.54587,0.32633,1.14514,0.60309,1.16204,0.000298,0.000298,0.000298
100,4726.24,1.00558,0.55327,1.07024,0.82218,0.48012,0.5469,0.32648,1.14494,0.60266,1.16202,0.000199,0.000199,0.000199
